Timestamp,¿Está interesado en las noticias a los siguientes niveles geográficos? Seleccione todos los que se apliquen.,¿Cuáles de estos temas le interesan más? Seleccione hasta cinco.,¿Le interesa alguna de estas historias especiales? Seleccione todos los que se apliquen.,"¿Hay algunas historias específicas que le gustaría ver más frecuentemente en las noticias locales? Por ejemplo, artículos de investigación, perfil de negocios, columnas de opinión, caricaturas, etc.",¿En qué lenguaje prefiere recibir sus noticias? [TV/Video],¿En qué lenguaje prefiere recibir sus noticias? [Radio/Audio/Podcast],¿En qué lenguaje prefiere recibir sus noticias? [Impreso/Texto],¿Cómo recibe sus noticias **más frecuentemente**?,"¿Cuáles fuentes de información específicas usa usted más frecuentemente? Por favor anótelos aquí. Por ejemplo, Hartford Courant, Record Journal, noticiero FOX , CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",¿Como **preferiría** recibir sus noticias?,"¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias nacionales (como CNN, Univisión)]","¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias locales (como el Record-Journal, Patch, el Hartford Courant, CT Mirror)]","¿Cuánto confía en las noticias que vienen de… [Medios sociales (como Facebook, Twitter, TikTok, YouTube, Instagram)]",¿Cuánto confía en las noticias que vienen de… [Familiares/amistades/verbalmente],¿Qué tanto está de acuerdo con estas declaraciones? [Confío en las fuentes de noticias que recibo acerca de mi comunidad.],¿Qué tanto está de acuerdo con estas declaraciones? [El noticiero local cubre temas que son importantes para mí.],"¿Qué tanto está de acuerdo con estas declaraciones? [Las noticias locales reflejan mis creencias, valores y costumbres.]",¿En qué pueblo vive?,¿Se identifica como hispano/latino/latinx?,¿En qué país nació?,¿Cuál es su rango de edad?,¿Cuál es su identidad de género?,¿Qué idioma habla en su hogar?,¿Alguno de los siguientes lo describen?,"¿Tiene acceso a una computadora portátil, computadora en su casa o dispositivo con conexión a internet, como un teléfono inteligente o iPad?",¿Tiene acceso a internet en su casa?,¿Está registrado/a para votar?,"Si desea recibir un cupón digital de CTown Supermarket, por completar la encuesta, por favor ingrese su dirección de correo electrónico a continuación. Este cupón es válido para $5 de descuento en compras de $50 o más.","Si usted ingresó su correo electrónico arriba, ¿también le gustaría recibir el boletín electrónico de Record-Journal Latino Lab?",¿Le interesa ser contactado para participar en un grupo focal para que podamos comprender mejor sus respuestas a las preguntas de esta encuesta?,¿Hay algo más que le gustaría dejarnos saber?
2022/08/21 1:52:25 PM AST,Local,"Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Viajes y hospitalidad",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de jóvenes,NA,NA,Inglés,Inglés,Radio,NA,Radio,Mucho,NA,NA,NA,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,50-59,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,No,Sí,No,NOT PROVIDED,Sí,NA,NA
2022/08/21 1:56:33 PM AST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,"Deportes;Políticas;Educación;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Oportunidades de participación comunitaria;Viajes y hospitalidad",Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de participacion comunitaria,Si,Ambos: inglés y español,NA,Ambos: inglés y español,Correo electrónico/boletines informativos,Telemundo,Periódicos,Mucho,Mucho,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Ecuador,40-49,Mujer,Español,Ninguno de estos,Sí,Sí,No,REMOVED,Sí,NA,NA
2022/08/21 3:15:47 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Finanzas y educación financiera;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria;Ninguno de estos,NA,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,NA,TV,Un poco,Un poco,NA,Un poco,Neutral,Neutral,Neutral,Cheshire,Sí,Estados Unidos,18-29,Hombre,Ambos: inglés y español,Soy un estudiante,Sí,Sí,Sí,NOT PROVIDED,No,NA,NA
2022/08/21 4:55:16 PM AST,Local,Educación;Salud;Eventos locales;Diversidad y justicia social;Viajes y hospitalidad;Comida,Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,NA,Español,Español,Español,NA,NA,Periódicos,NA,Mucho,NA,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,NA,NA,70 o mayor,NA,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,No,NA,NA
2022/08/23 5:30:36 PM AST,Local;Estatal;Internacional,"Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Diversidad y justicia social;Asuntos ambientales y cambio de climático",Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,NA,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Correo electrónico/boletines informativos,NA,Periódicos,Mucho,Mucho,Un poco,NA,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Ecuador,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,NA,NA
2022/08/23 5:37:34 PM AST,Local,Deportes;Políticas;Educación;Eventos locales;Tecnología,Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Inglés,Radio,Record Journal,TV,Mucho,Mucho,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,U.S,18-29,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad;Soy un estudiante,Sí,Sí,Sí,NOT PROVIDED,No,NA,NA
2022/08/23 5:52:21 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional;Yo creo q además de hispano America también deben incluir noticias de España en sus artículos.,"Deportes;Políticas;Música, arte y cultura;Eventos locales;Viajes y hospitalidad",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Me gustaría que de alguna forman incluyen artículos sobre la historia hispano americana y también de España y es bueno fomentar la unión entre hispanos y no mirar solo las diferencias es mejor ver lo que hay en común y eso también incluye contribuciones que han hecho hispanos a estados unidos pueden ser históricas o de negocios con mucho éxito.,Español,Español,Español,Aplicaciones de noticias,Telemundo,Aplicaciones de noticias,Mucho,Mucho,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,USA,30-39,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,REMOVED,Sí,NA,NA
2022/08/23 6:01:21 PM AST,Local,"Música, arte y cultura;Educación;Eventos locales;Finanzas y educación financiera;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas acerca de jóvenes,No,Ambos: inglés y español,NA,NA,TV,Newsbreak,TV,Un poco,Mucho,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Meriden,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,Sí,NA,No
2022/08/23 6:11:35 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,NA,Ambos: inglés y español,Español,Ambos: inglés y español,Aplicaciones de noticias,"CNN , Facebook, Instagram, PacTch, Telemundo,",Aplicaciones de noticias,Mucho,Mucho,Mucho,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Venezuela,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA,NA
2022/08/23 6:21:53 PM AST,Local,"Deportes;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera",Temas acerca de familias con niños;Temas acerca de participacion comunitaria,Education y si a leaders latiNo en cabinet de él superintendente,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Waterbury republican,Medios sociales,Un poco,Mucho,Un poco,NA,De acuerdo,Neutral,Neutral,Southington,Sí,Usa,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,No,NA,Educación en Meriden board of education
2022/08/23 10:06:24 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional,"Deportes;Música, arte y cultura;Educación;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Asuntos ambientales y cambio de climático",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Temas concerniente a las comunidad y diversidad,Español,NA,Español,TV,Telemundo,Periódicos,Mucho,Mucho,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Republica Dominicana’s,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,Sí,NA,Información sobre los asuntos que ocurren en nuestras escuelas en Meriden
2022/08/24 12:03:23 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Internacional,"Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Todo,Ambos: inglés y español,Ambos: inglés y español,NA,TV,Record journal,TV,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA,No
2022/08/25 10:55:27 AM AST,Internacional,"Deportes;Música, arte y cultura;Salud;Eventos locales",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Articulos de investigacion,Español,Español,Español,TV,"Univision, Record Journal",Textos,Un poco,Mucho,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,Que las cosas sigan mejorando.
2022/08/25 11:48:24 AM AST,Local;Nacional;Internacional,"Deportes;Música, arte y cultura;Educación",Temas sobre adolescentes,Articulos de investigation,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Television,Aplicaciones de noticias,Un poco,Para nada,Un poco,Mucho,Neutral,Neutral,De acuerdo,Meriden,Sí,Puerto Rico,60-69,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,Líneas peatonales para la gente que cruza.
2022/08/25 12:03:09 PM AST,Internacional,"Deportes;Música, arte y cultura;Educación;Tecnología;Viajes y hospitalidad",Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas,None,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Record Journal,Medios sociales,Para nada,Un poco,Un poco,Un poco,Neutral,De acuerdo,Neutral,Meriden,Sí,Ecuador,18-29,Hombre,Español,Soy un estudiante,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/25 12:11:25 PM AST,Local,Deportes;Educación,Temas acerca de participacion comunitaria;Voluntarios,"Caricaturas, acerca de los payasos",Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Facebook y Record Journal y Univision,Medios sociales,Un poco,Mucho,Mucho,Un poco,Neutral,De acuerdo,Neutral,Meriden,Sí,Puerto Rico,30-39,Mujer,Ambos: inglés y español,Soy propietario de una empresa pequeña,Sí,Sí,Sí,REMOVED,No,NA,Mas noticias positivas sobre la comunidad Latina.
2022/08/25 6:31:30 PM AST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,"Deportes;Música, arte y cultura;Negocios locales;Educación;Finanzas y educación financiera;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas,Artículos de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,Facebook,Aplicaciones de noticias,Mucho,Mucho,Para nada,Un poco,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Mexico,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA,No
2022/08/26 10:33:06 AM AST,Local;Estatal,Educación;Salud;Eventos locales,Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,Perfil de negocios,Español,Español,Español,Aplicaciones de noticias,"Record Journal, Univision, Fox News, Chanel 12",TV,Mucho,Mucho,Mucho,Un poco,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Ecuador,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,"Me parece muy bien que haya una espacio para la comunidad latina, ayuda para la salud y educación a la comunidad latina."
2022/08/26 11:02:24 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria;Ninguno de estos,"Perfil de negocios, de todo un poco",Español,Español,Español,TV,Telemundo y Univision,Medios sociales,Mucho,Un poco,Mucho,Para nada,En desacuerdo,En desacuerdo,Neutral,Meriden,Sí,Puerto Rico,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,Poner más atención a las cosas que están pasando alrededor
2022/08/26 11:30:24 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Música, arte y cultura",Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas,Columnas de opinion,Español,Español,Español,Periódicos,Todo en español,Periódicos,Un poco,Mucho,Mucho,Un poco,De acuerdo,Neutral,De acuerdo,Meriden,Sí,Puerto Rico,60-69,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No comments
2022/08/26 11:46:46 AM AST,Internacional,Deportes;Finanzas y educación financiera,Temas acerca de participacion comunitaria,Perfil de negocios,Español,Español,Español,Correo electrónico/boletines informativos,Telemundo,Correo electrónico/boletines informativos,Un poco,Para nada,Un poco,Un poco,De acuerdo,Neutral,Neutral,Meriden,Sí,Ecuador,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad;Soy propietario de una empresa pequeña,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/26 11:54:32 AM AST,Internacional,Educación;Salud,Temas acerca de familias con niños,Resultado del DACA y mas respeto a los empleados de parte de sus jefes,Español,Español,Español,Textos,Telemundo,TV,Un poco,Para nada,Un poco,Un poco,Neutral,Neutral,De acuerdo,Meriden,Sí,Ecuador,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,Mas noticias sobre el DACA y que haya respeto por la comunidad Latina.
2022/08/26 12:11:44 PM AST,Internacional,Educación,Temas acerca de participacion comunitaria,Caricaturas y perfil de negocios,Español,Español,Español,TV,Telemundo,TV,Mucho,Mucho,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,New Britain,Sí,Puerto Rico,50-59,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,No,No,Sí,NOT PROVIDED,NA,NA,No debe de existir la discriminacion en contra los latinos y más oportunidades de trabajo
2022/08/27 8:35:22 AM AST,Local,Deportes;Educación;Salud;Eventos locales;Oportunidades de participación comunitaria;Tecnología,Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Record Journal,Medios sociales,Un poco,Mucho,Para nada,Un poco,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Ecuador,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad;Soy propietario de una empresa pequeña,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/27 8:49:47 AM AST,Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Todos,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Correo electrónico/boletines informativos,Todos,Correo electrónico/boletines informativos,Un poco,Un poco,Para nada,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No comments
2022/08/27 9:31:01 AM AST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,"Deportes;Música, arte y cultura;Negocios locales;Educación;Salud",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,Salud mental,Español,Español,Español,TV,Univision Telemundo,TV,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Guaremala,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,No,No,No,REMOVED,Sí,NA,NA
2022/08/27 9:36:02 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura",Temas acerca de familias con niños;Temas acerca de jóvenes,Articulos de investigacion,Español,Español,Español,Textos,Record Journal,Textos,Mucho,Mucho,Mucho,Para nada,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Ecuador,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/27 9:38:26 AM AST,NA,Comida,Temas acerca de familias con niños;Temas acerca de participacion comunitaria,Comunidad,Español,Ambos: inglés y español,Español,TV,Record Journal,TV,NA,Un poco,NA,Un poco,De acuerdo,NA,Neutral,Meriden,Sí,Argentina,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA,No
2022/08/27 9:52:32 AM AST,Nacional;Internacional,"Música, arte y cultura;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,Como enfrentar la inflación y el costo de vida,Español,Español,Español,TV,Telemundo Univisión Unimax,TV,Mucho,Mucho,Un poco,Para nada,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Republica Dominicana,70 o mayor,Mujer,Ambos: inglés y español,Ninguno de estos,No,No,Sí,NOT PROVIDED,No,NA,NA
2022/08/27 10:05:16 AM AST,Local,"Música, arte y cultura",Temas acerca de familias con niños;Temas sobre adolescentes,Opinion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,Record Journal,TV,Mucho,Mucho,Para nada,Un poco,Neutral,De acuerdo,Neutral,Meriden,Sí,Ecuador,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No comments
2022/08/27 10:11:59 AM AST,Local,"Música, arte y cultura;Salud",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de participacion comunitaria,Positivismo en las noticias,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Canales hispanos,Aplicaciones de noticias,Un poco,Un poco,Para nada,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,No,Sí,NOT PROVIDED,NA,NA,"Estemos informados más en la comunidad con respaldo y actividades de lo que están pasando, eventos que lo pongan y lo anuncien en tv o en social media"
2022/08/27 10:22:08 AM AST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,"Deportes;Música, arte y cultura;Eventos locales;Tecnología;Comida",Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,NA,Ambos: inglés y español,Ambos: inglés y español,NA,Correo electrónico/boletines informativos,NA,Correo electrónico/boletines informativos,Un poco,Un poco,Para nada,Un poco,Neutral,De acuerdo,Neutral,Meriden,Sí,Puerto Rico,40-49,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,NA,NA
2022/08/27 10:23:33 AM AST,Internacional,"Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Tecnología;Comida",Temas sobre adolescentes;Temas acerca de jóvenes,Tiempo,Español,NA,NA,Medios sociales,Fox,Medios sociales,NA,Mucho,NA,NA,NA,NA,De acuerdo,Meriden,Sí,Puerto Rico,30-39,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,Sí,NA,No
2022/08/27 10:25:48 AM AST,Internacional,"Deportes;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Salud mental,Español,Español,Español,Medios sociales,Récord journal,Periódicos,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,Sí,NA,Es importante para mi este periódico para la ciudad latina
2022/08/27 10:29:49 AM AST,Internacional,Salud,Temas acerca de familias con niños,Articulos de investigative,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Textos,Univision,Correo electrónico/boletines informativos,Un poco,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Mexico,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/27 10:31:56 AM AST,Local,Negocios locales;Educación;Salud;Bienes raíces y propietario de vivienda;Viajes y hospitalidad;Comida,Temas acerca de familias con niños,Yes,Español,Inglés,NA,Radio,NA,Correo electrónico/boletines informativos,NA,NA,NA,NA,Neutral,Neutral,Neutral,Meriden,Sí,Pr,60-69,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,No,NA,NA
2022/08/27 10:36:08 AM AST,Local,Educación;Salud;Finanzas y educación financiera;Bienes raíces y propietario de vivienda,Temas acerca de familias con niños;Temas sobre adolescentes,NA,Español,Español,Español,TV,NA,TV,Mucho,Mucho,Mucho,Mucho,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,30-39,Mujer,Inglés,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,Sí,NA,NA
2022/08/27 10:38:48 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Educación;Salud,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Columnas de opinion,Español,Español,Español,Medios sociales,Record Journal,Medios sociales,Mucho,Mucho,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Honduras,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/27 11:05:55 AM AST,Local,Deportes;Educación,Temas acerca de participacion comunitaria,Mas sobre las familias latinas y El Progreso,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,Record journal,Aplicaciones de noticias,Mucho,Mucho,Un poco,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Mexico,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/27 11:27:51 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,NA,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Radio,Fox,Periódicos,Un poco,Un poco,Para nada,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Us,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,REMOVED,Sí,NA,NA
