Timestamp,¿Está interesado en las noticias a los siguientes niveles geográficos? Seleccione todos los que se apliquen.,¿Cuáles de estos temas le interesan más? Seleccione hasta cinco.,¿Le interesa alguna de estas historias especiales? Seleccione todos los que se apliquen.,"¿Hay algunas historias específicas que le gustaría ver más frecuentemente en las noticias locales? Por ejemplo, artículos de investigación, perfil de negocios, columnas de opinión, caricaturas, etc.",¿En qué lenguaje prefiere recibir sus noticias? [TV/Video],¿En qué lenguaje prefiere recibir sus noticias? [Radio/Audio/Podcast],¿En qué lenguaje prefiere recibir sus noticias? [Impreso/Texto],¿Cómo recibe sus noticias **más frecuentemente**?,"¿Cuáles fuentes de información específicas usa usted más frecuentemente? Por favor anótelos aquí. Por ejemplo, Hartford Courant, Record Journal, noticiero FOX , CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",¿Como **preferiría** recibir sus noticias?,"¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias nacionales (como CNN, Univisión)]","¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias locales (como el Record-Journal, Patch, el Hartford Courant, CT Mirror)]","¿Cuánto confía en las noticias que vienen de… [Medios sociales (como Facebook, Twitter, TikTok, YouTube, Instagram)]",¿Cuánto confía en las noticias que vienen de… [Familiares/amistades/verbalmente],¿Qué tanto está de acuerdo con estas declaraciones? [Confío en las fuentes de noticias que recibo acerca de mi comunidad.],¿Qué tanto está de acuerdo con estas declaraciones? [El noticiero local cubre temas que son importantes para mí.],"¿Qué tanto está de acuerdo con estas declaraciones? [Las noticias locales reflejan mis creencias, valores y costumbres.]",¿En qué pueblo vive?,¿Se identifica como hispano/latino/latinx?,¿En qué país nació?,¿Cuál es su rango de edad?,¿Cuál es su identidad de género?,¿Qué idioma habla en su hogar?,¿Alguno de los siguientes lo describen?,"¿Tiene acceso a una computadora portátil, computadora en su casa o dispositivo con conexión a internet, como un teléfono inteligente o iPad?",¿Tiene acceso a internet en su casa?,¿Está registrado/a para votar?,"Si desea recibir un cupón digital de CTown Supermarket, por completar la encuesta, por favor ingrese su dirección de correo electrónico a continuación. Este cupón es válido para $5 de descuento en compras de $50 o más.","Si usted ingresó su correo electrónico arriba, ¿también le gustaría recibir el boletín electrónico de Record-Journal Latino Lab?",¿Le interesa ser contactado para participar en un grupo focal para que podamos comprender mejor sus respuestas a las preguntas de esta encuesta?,¿Hay algo más que le gustaría dejarnos saber?
2022/10/26 3:05:55 PM EST,Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Políticas;Educación;Eventos locales;Diversidad y justicia social;Asuntos ambientales y cambio de climático,Temas acerca de familias con niños,Periodismo investigativo de formato largo acerca de historias locales,Ambos: inglés y español,Inglés,Ambos: inglés y español,Periódicos,"Slate, NPR, Vox, WSJ, Le Monde, periódicos hondureños",Periódicos,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,Neutral,Cheshire,Sí,Honduras,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,REMOVED,Sí,Sí,N/A
2022/10/26 3:35:28 PM EST,Local;Estatal,Políticas;Negocios locales;Educación,NA,NA,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Periódicos,NA,TV,Para nada,Un poco,Un poco,Un poco,Neutral,De acuerdo,Neutral,Wallingford,Sí,Bolivia,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,No,No,NA
2022/10/26 3:47:59 PM EST,Local;Regional/Nueva Inglaterra/NYC Metro;Nacional,Políticas;Negocios locales;Educación;Salud;Eventos locales;Bienes raíces y propietario de vivienda,Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,Educación,Ambos: inglés y español,Español,Español,Medios sociales,Facebook Instagram YouTube,TV,Un poco,Un poco,Un poco,Para nada,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Mexico,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/10/26 4:11:07 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional,"Música, arte y cultura;Educación;Salud;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,Salud mental,Español,No uso este formato,Español,TV,Telemundo,TV,Un poco,Mucho,Un poco,Para nada,Neutral,De acuerdo,De acuerdo,Wallingford,Sí,Mexico,60-69,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,No,No,NOT PROVIDED,No,No,NA
2022/10/26 6:18:54 PM EST,Internacional,Educación;Salud,Temas acerca de familias con niños,NA,Español,NA,NA,TV,NA,Textos,Un poco,NA,NA,NA,De acuerdo,NA,NA,Meriden,Sí,Ecuador,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Prefiero no decir,No,REMOVED,Sí,Sí,NA
2022/10/26 6:22:14 PM EST,Local,"Música, arte y cultura;Finanzas y educación financiera;Tecnología;Viajes y hospitalidad",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,"Sobre los niños, educacion deportes",Español,NA,Español,Medios sociales,Facebook,Radio,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Ecuador,18-29,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,Sí,No,Perfecto
2022/10/26 6:24:23 PM EST,Local;Nacional,Políticas;Educación;Eventos locales,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Ninguno de estos,Investigation negocios,Español,Español,Español,TV,Facebook,Radio,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Ecuador,30-39,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,No,No,No,NOT PROVIDED,Sí,No,perfecto
2022/10/26 6:25:31 PM EST,Internacional,Educación;Salud;Finanzas y educación financiera;Asuntos ambientales y cambio de climático,Temas acerca de familias con niños,Escolares,Español,NA,NA,Textos,Cnn,TV,Un poco,Un poco,NA,NA,Neutral,NA,NA,Meriden,Sí,Mexicano,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,No,No,NA
2022/10/26 6:29:25 PM EST,Local,"Deportes;Música, arte y cultura;Educación",Temas acerca de familias con niños,Investigación,Español,NA,NA,Medios sociales,Record journal,Medios sociales,Un poco,Mucho,Un poco,Mucho,Neutral,Neutral,Neutral,Meriden,Sí,Mexico,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/10/26 6:33:51 PM EST,Internacional,"Deportes;Música, arte y cultura;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria;Ninguno de estos,NA,Inglés,Inglés,Inglés,Correo electrónico/boletines informativos,NA,Radio,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Ecuador,50-59,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,No,Sí,NA
2022/11/02 4:38:06 PM EST,Local;Estatal;Nacional,Educación;Salud;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático,Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Twitter instagram,Medios sociales,Un poco,Un poco,Mucho,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Venezuela,18-29,Mujer,Ambos: inglés y español,Soy un estudiante,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/02 4:41:05 PM EST,Local;Estatal;Nacional;Internacional,"Deportes;Negocios locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Oportunidades de participación comunitaria",Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Articulos sobre emprendedores,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,CNN en español NBC,TV,Mucho,Mucho,Un poco,Para nada,Neutral,De acuerdo,En desacuerdo,Wallingford,Sí,Puerto Rico,40-49,Hombre,Ambos: inglés y español,Soy propietario de una empresa pequeña,Sí,Sí,Sí,NOT PROVIDED,No,No,NA
2022/11/02 4:43:51 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Políticas;Salud;Viajes y hospitalidad;Comida,Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Temas de salud,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Facebook instagram,Medios sociales,Un poco,Un poco,Mucho,Para nada,Neutral,Neutral,Neutral,Hartford,Sí,Peru,30-39,Hombre,Español,Soy un estudiante,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/02 4:46:49 PM EST,Local;Nacional;Internacional,Deportes;Políticas;Eventos locales;Tecnología,Temas acerca de las personas de la tercera edad,Columnas de opinión,Español,No uso este formato,Español,TV,CNN en español Univision Telemundo,TV,Mucho,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Hartford,Sí,Ecuador,60-69,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/02 4:50:04 PM EST,Local;Estatal;Nacional;Internacional,"Deportes;Música, arte y cultura;Educación;Salud;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Artículos de investigación,Español,No uso este formato,Español,TV,Telemundo Univisión,TV,Mucho,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,Waterbury,Sí,Honduras,30-39,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/03 12:28:40 PM EST,Local;Estatal,Educación;Salud;Comida,Temas acerca de familias con niños,Caricaturas,Español,Español,Español,Medios sociales,Facebook,Medios sociales,Mucho,Mucho,Para nada,Para nada,De acuerdo,De acuerdo,Neutral,Wallingford,Sí,Honduras,30-39,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No estoy seguro/a,NOT PROVIDED,No,No,No
2022/11/03 2:34:56 PM EST,Nacional;Internacional,Deportes;Eventos locales;Tecnología;Viajes y hospitalidad;Comida,Temas acerca de participacion comunitaria,Toda información de ayuda social para los migrantes,Español,Español,No uso este formato,TV,Telemundo Univisión,TV,Mucho,Mucho,Un poco,Para nada,Neutral,Neutral,Neutral,Southington,Sí,Ecuador,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,No,No,NOT PROVIDED,No,No,NA
2022/11/03 2:37:47 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro,Educación;Salud;Eventos locales;Oportunidades de participación comunitaria;Diversidad y justicia social,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,Caricaturas,Ambos: inglés y español,No uso este formato,No uso este formato,TV,NBC CNN FOX Telemundo Univision,TV,Mucho,Mucho,Mucho,Un poco,De acuerdo,Neutral,En desacuerdo,Wallingford,Sí,Republica Dominicana,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/03 2:40:03 PM EST,Regional/Nueva Inglaterra/NYC Metro;Internacional,"Música, arte y cultura;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Noticias sobre la comunidad gay,Ambos: inglés y español,Ambos: inglés y español,No uso este formato,Medios sociales,Twitter instagram Facebook,Medios sociales,Un poco,Un poco,Un poco,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Cuba,30-39,Transgénero,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/03 2:43:26 PM EST,Nacional;Internacional,"Políticas;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda",Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Noticias sobre oportunidades de inversión,Ambos: inglés y español,No uso este formato,No uso este formato,Medios sociales,Instagram Twitter,Medios sociales,Un poco,Un poco,Mucho,Para nada,Neutral,Neutral,Neutral,Wallingford,Sí,US (padres Dominicanos),40-49,Hombre,Ambos: inglés y español,Soy propietario de una empresa pequeña,Sí,Sí,Prefiero no decir,NOT PROVIDED,No,No,NA
2022/11/03 2:46:32 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Música, arte y cultura;Educación;Salud;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Columnas de opinión,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,"Hartford Courant, Record Journal, Patch",Aplicaciones de noticias,Un poco,Mucho,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Peru,30-39,Mujer,Ambos: inglés y español,Soy un estudiante,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/03 2:48:57 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Música, arte y cultura;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Diversidad y justicia social;Asuntos ambientales y cambio de climático",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Columnas de opinión,Español,Español,Español,Medios sociales,Facebook Twitter,Medios sociales,Un poco,Un poco,Mucho,Para nada,De acuerdo,Neutral,En desacuerdo,Meriden,Sí,Colombia,30-39,Mujer,Ambos: inglés y español,Soy propietario de una empresa pequeña,Sí,Sí,Prefiero no decir,NOT PROVIDED,No,No,NA
2022/11/03 2:52:06 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura;Eventos locales;Finanzas y educación financiera;Tecnología;Viajes y hospitalidad",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Temas de tecnología,Ambos: inglés y español,No uso este formato,No uso este formato,Medios sociales,Instagram YouTube TikTok,Medios sociales,Un poco,Un poco,Mucho,Para nada,En desacuerdo,En desacuerdo,En desacuerdo,New Haven,Sí,Peru,30-39,Hombre,Ambos: inglés y español,Soy propietario de una empresa pequeña,Sí,Sí,Sí,NOT PROVIDED,No,No,NA
2022/11/03 2:58:34 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Diversidad y justicia social;Asuntos ambientales y cambio de climático;Viajes y hospitalidad",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Columnas de opinión,Ambos: inglés y español,No uso este formato,No uso este formato,Medios sociales,Twitter Facebook,Medios sociales,Un poco,Un poco,Mucho,Para nada,En desacuerdo,En desacuerdo,En desacuerdo,Meriden,Sí,Venezuela,50-59,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Prefiero no decir,NOT PROVIDED,No,No,NA
2022/11/04 10:44:40 AM EST,Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales",Temas sobre adolescentes;Temas acerca de jóvenes,Caricaturas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Univision,TV,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,40-49,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,Sí,Sí,No
2022/11/04 10:46:22 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional,Educación;Salud;Eventos locales,Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,Caricaturas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Un poco,Un poco,Para nada,Para nada,De acuerdo,Neutral,En desacuerdo,Wallingford,Sí,Mexico,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,No,No,No
2022/11/04 2:21:31 PM EST,Internacional,Tecnología;Viajes y hospitalidad;Comida,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Opinion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Puerto Rico,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,No,No,NA
2022/11/04 3:03:06 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Diversidad y justicia social",Temas acerca de participacion comunitaria,Columnas de opinión,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,NBC CNN Fox,TV,Mucho,Mucho,Un poco,Para nada,Neutral,Neutral,Neutral,Southington,Sí,Puerto Rico,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,No,No,NA
2022/11/04 3:05:13 PM EST,Local;Estatal;Nacional;Internacional,Deportes;Políticas;Educación;Salud;Asuntos ambientales y cambio de climático,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,Columnas de opinión,Español,No uso este formato,Español,TV,CNN en español,TV,Mucho,Mucho,Mucho,Un poco,En desacuerdo,En desacuerdo,En desacuerdo,Hartford,Sí,Peru,50-59,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/04 3:07:46 PM EST,Nacional;Internacional,"Música, arte y cultura;Educación;Salud;Eventos locales;Diversidad y justicia social",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de jóvenes,Temas sobre educación de hijos,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Twitter Facebook Instagram YouTube TikTok,Medios sociales,Un poco,NA,Mucho,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Colombiano,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No estoy seguro/a,NOT PROVIDED,No,No,NA
2022/11/04 3:10:27 PM EST,Local;Nacional;Internacional,Eventos locales;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida,Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Reportajes de investigación,Ambos: inglés y español,No uso este formato,Ambos: inglés y español,Medios sociales,Facebook Twitter YouTube,Medios sociales,Un poco,Un poco,Mucho,Un poco,De acuerdo,De acuerdo,En desacuerdo,Wallingford,Sí,Mexico,30-39,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/04 3:13:39 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Políticas;Educación;Salud;Finanzas y educación financiera;Diversidad y justicia social,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Columnas de opinión,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Periódicos,"Hartford Courant, La Voz Hispana",Periódicos,Un poco,Mucho,Para nada,Para nada,En desacuerdo,En desacuerdo,En desacuerdo,New Haven,Sí,Republica Dominicana,60-69,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,No,No,NA
2022/11/04 3:21:24 PM EST,Nacional;Internacional,"Políticas;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,Temas de inmigración,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo Univisión,TV,Mucho,Para nada,Para nada,Un poco,En desacuerdo,En desacuerdo,En desacuerdo,Meriden,Sí,Cuba,40-49,Mujer,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/04 3:51:55 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Educación;Salud;Eventos locales,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Caricaturas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Telemundo,TV,Un poco,Un poco,Para nada,Para nada,Neutral,Neutral,En desacuerdo,Meriden,Sí,Ecuador,40-49,Mujer,Ambos: inglés y español,Soy propietario de una empresa pequeña,Sí,Sí,No,NOT PROVIDED,No,No,No
2022/11/05 9:19:31 AM EST,Local,Negocios locales,Temas acerca de familias con niños,Noticias locales,NA,NA,NA,NA,Telemundo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guatemala,NA,NA,NA,Soy padre/madre de un niño menor de 18 años de edad,NA,NA,NA,REMOVED,NA,NA,NA
2022/11/05 9:21:40 AM EST,Estatal,"Deportes;Música, arte y cultura;Educación;Salud;Eventos locales;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de participacion comunitaria,"Caricaturas,etc",Español,Español,NA,Radio,Telemundo,Periódicos,Mucho,Mucho,Un poco,NA,De acuerdo,De acuerdo,De acuerdo,Waterbury,Sí,México,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,Sí,No
2022/11/05 9:42:39 AM EST,Local,"Deportes;Políticas;Música, arte y cultura;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria",Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,NA,Ambos: inglés y español,NA,NA,Medios sociales,NA,TV,Mucho,Un poco,Mucho,Un poco,De acuerdo,Neutral,Neutral,Wallingford,Sí,Ecuador,18-29,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,No,Sí,No,REMOVED,Sí,No,NA
2022/11/05 9:44:08 AM EST,Nacional,"Deportes;Música, arte y cultura;Negocios locales;Educación;Salud;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Tecnología;Viajes y hospitalidad;Comida",Temas sobre adolescentes;Ninguno de estos,NA,Español,Inglés,NA,Medios sociales,NA,Textos,Un poco,Un poco,Mucho,Un poco,Neutral,Neutral,Neutral,Wallingford,Prefiero no decir,Ecuador,18-29,Mujer,Español,Ninguno de estos,No,No,Prefiero no decir,REMOVED,Sí,No,Eso es todo
2022/11/05 9:55:05 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Educación;Salud",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Caricaturas,Español,NA,NA,TV,NA,TV,Un poco,Un poco,Un poco,NA,Neutral,De acuerdo,De acuerdo,Wallingford,Sí,Mexico,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/05 10:09:36 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Música, arte y cultura;Educación;Salud;Diversidad y justicia social;Tecnología;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Como enfrentar la crisis económica en el país,Español,No uso este formato,Español,Por familiares y amigos,Unívision,Medios sociales,Un poco,Un poco,Para nada,Mucho,De acuerdo,Neutral,En desacuerdo,Wallingford,Sí,Mexico,50-59,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,No,NA
2022/11/05 10:14:48 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Música, arte y cultura;Educación;Salud;Eventos locales;Tecnología;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de jóvenes,Accidentes,Español,Inglés,NA,Medios sociales,NA,Textos,Un poco,Mucho,Un poco,Un poco,Neutral,Neutral,Neutral,Wallingford,Sí,Mexico,18-29,Mujer,Ambos: inglés y español,Soy un estudiante,Sí,Sí,No,NOT PROVIDED,Sí,No,NA
2022/11/05 10:18:26 AM EST,Local;Estatal;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas,Noticias locales,Español,Español,NA,Correo electrónico/boletines informativos,Facebook telemundo univision,Aplicaciones de noticias,Un poco,NA,Mucho,NA,Neutral,Neutral,Neutral,New Haven,Sí,Mexico,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,Sí,Sí,NA
